content_title,attributes
I Got Your Number,"{""Disciplines & Industries"":[""retail"",""education""],""Agents"":[""athlete"",""mother"",""basketball player"",""student"",""daughter"",""grandparent"",""couple""],""Age Groups"":[""adult (19-59)"",""tween (11-13)""],""Scopes and Scales"":[""normal""],""Portrayals of Character"":[""JONAH BECK (Angel, Asher)"",""CYRUS (Rush, Joshua)"",""Jonah Beck (young) (Duran, Faustino)"",""AMBER (Skinner, Emily)"",""CELIA (Tom, Lauren)"",""ANDI MACK (Lee, Peyton Elizabeth)"",""BOWIE (Garrett, Trent)"",""T.J. Kippen (young) (Angel, Avi)"",""TJ Kippen (Mullen, Luke)"",""BUFFY (Wylie, Sofia)"",""BEX (Bowden, Lilan)""],""Setting Types"":[""suburban"",""middle school""],""Inactive Agents"":[""LGBTQIA+""],""Themes Topics"":[""parenting""],""Gender"":[""male"",""female""],""Time Era"":[""contemporary (2000-)""],""Subjects"":[""parenting"",""family""]}"
Ji Keung Hei Si 2011,"{""Setting Types"":[""urban""],""Age Groups"":[""adult (19-59)""],""Gender"":[""male""],""Genres"":[""romantic comedy"",""comedy"",""romance""],""Story Elements"":[""identity"",""workplace issue"",""love story""],""Subjects"":[""lifestyles""],""Scopes and Scales"":[""normal""],""Time Era"":[""contemporary (2000-)""],""Disciplines & Industries"":[""beauty industry""],""Themes Topics"":[""lifestyles""],""Geography"":[""Hong Kong""],""Moods"":[""romantic"",""funny"",""whimsical""],""Agents"":[""salesperson"",""writer"",""beautician"",""assistant"",""couple"",""lover"",""manager"",""business person""],""Source Material"":[""sequel""]}"
Legend of the Blue Sea,"{""Agents"":[""stepmother"",""roommate"",""mermaid"",""criminal"",""aristocrat""],""Term Status"":[],""Moods"":[""dramatic"",""romantic"",""whimsical""],""Geography"":[""South Korea"",""Spain""],""Story Elements"":[""criminal activity"",""star-crossed lovers"",""love story"",""fish-out-of-water""],""Time Era"":[""past (unspecified)"",""contemporary (2000-)""],""Genres"":[""fantasy"",""drama"",""romance"",""comedy""],""Gender"":[""female"",""male""],""Age Groups"":[""young adult (19-25)""],""Setting Types"":[""beach"",""urban"",""aquatic""],""Scopes and Scales"":[""normal""],""Source Material"":[""as suggested by""]}"
Cannon for Cordoba,"{""Moods"":[""suspenseful"",""confrontational"",""dramatic""],""Time Era"":[""1890-1913""],""Term Status"":[],""Geography"":[""Texas"",""Mexico"",""U.S.-Mexico border""],""Gender"":[""male""],""Source Material"":[""original idea""],""Genres"":[""Western"",""action-adventure""],""Disciplines & Industries"":[""armed forces""],""Subjects"":[""war""],""Agents"":[""thief"",""general"",""veteran"",""army"",""bounty hunter"",""military officer"",""soldier"",""lover"",""ex-convict""],""Setting Types"":[""rural""],""Story Elements"":[""showdown"",""war experience"",""holy grail"",""revenge"",""unlikely allies""],""Age Groups"":[""adult (19-59)""]}"
"Greatest Mixtape Ever, The","{""Story Elements"":[""creative process"",""racial and ethnic identity"",""paradigm shift""],""Disciplines & Industries"":[""music"",""basketball"",""media and entertainment""],""Moods"":[""matter-of-fact"",""uplifting""],""Geography"":[""New York City""],""Term Status"":[],""Agents"":[""corporation"",""singer"",""basketball player"",""producer"",""fan"",""coach"",""DJ"",""celebrity""],""Time Era"":[""1990-1999""],""Setting Types"":[""urban""],""Genres"":[""sports"",""documentary""],""Gender"":[""male""],""Subjects"":[""music"",""basketball"",""community and culture""],""Source Material"":[""real life""]}"
Burning,"{""Source Material"":[""original idea""],""Agents"":[""grandparent"",""son"",""stalker"",""pianist"",""parent"",""doctor"",""teacher"",""agent with mental health disorder"",""spouse""],""Story Elements"":[""stalking"",""scorned lover"",""deception"",""one-night-stand"",""infidelity""],""Scopes and Scales"":[""normal""],""Term Status"":[],""Genres"":[""thriller""],""Age Groups"":[""adult (19-59)""],""Geography"":[""China""],""Setting Types"":[""rural""],""Gender"":[""male""],""Time Era"":[""contemporary (2000-)""],""Moods"":[""sexy"",""confrontational"",""suspenseful""]}"
Dead Duck,"{""Agents"":[""superhero"",""criminal"",""father"",""pilot"",""daughter""],""Time Era"":[""1990-1999""],""Age Groups"":[""adult (19-59)""],""Gender"":[""male""],""Inactive Agents"":[""animal""],""Scopes and Scales"":[""normal""],""Setting Types"":[""urban"",""suburban""]}"
Beautiful Disaster,"{""Agents"":[""father"",""gambler"",""roommate"",""daughter"",""lover"",""boxer"",""student""],""Genres"":[""drama"",""romance""],""Story Elements"":[""reinvention"",""forced proximity romance"",""financial hardship"",""hidden past"",""enemies-to-lovers""],""Gender"":[""female""],""Source Material"":[""adaptation""],""Moods"":[""confrontational"",""sexy""],""Age Groups"":[""young adult (19-25)""],""Term Status"":[],""Time Era"":[""2020-2029""],""Setting Types"":[""college"",""urban""],""Geography"":[""Sacramento""]}"
Rapunzel: Day One,"{""Scopes and Scales"":[""grand""],""Setting Types"":[""kingdom""],""Portrayals of Character"":[""Rapunzel (Moore, Mandy)"",""CASSANDRA (Espinosa, Eden)"",""SHORT THUG (Tompkins, Paul F.)"",""Lance Strongbow (Iglehart, James Monroe)"",""Flynn Rider (Levi, Zachary)""],""Agents"":[""guard"",""lover"",""king"",""horse"",""pet"",""scientist"",""princess""],""Time Era"":[""1600-1699 (17th century)""],""Inactive Agents"":[""animal""],""Gender"":[""female""],""Age Groups"":[""young adult (19-25)""]}"
"Dibu 2, La Venganza De Nasty","{""Inactive Agents"":[""animal""],""Disciplines & Industries"":[""public safety""],""Time Era"":[""contemporary (2000-)""],""Agents"":[""family"",""monster"",""sibling"",""police"",""criminal""],""Subjects"":[""family""],""Setting Types"":[""suburban""],""Genres"":[""comedy"",""family"",""fantasy""],""Scopes and Scales"":[""grand""],""Gender"":[""male""],""Age Groups"":[""older child (6-10)""]}"
Those Freaky McGuires,"{""Gender"":[""female""],""Setting Types"":[""middle school"",""suburban""],""Subjects"":[""family""],""Disciplines & Industries"":[""education""],""Scopes and Scales"":[""normal""],""Time Era"":[""contemporary (2000-)""],""Age Groups"":[""tween (11-13)"",""teen (14-18)""],""Agents"":[""family"",""brother"",""daughter"",""parent"",""student""]}"
Sadhaka: La Senda Del Yoga,"{""Subjects"":[""physical fitness"",""religion and spirituality"",""cultural intersections""],""Term Status"":[],""Moods"":[""calm"",""contemplative"",""matter-of-fact""],""Time Era"":[""2010-2019""],""Agents"":[""teacher"",""personal trainer"",""student"",""athlete"",""religious figure""],""Source Material"":[""real life""],""Genres"":[""documentary""],""Geography"":[""India""],""Disciplines & Industries"":[""health and fitness""]}"
Im Juli,"{""Gender"":[""male"",""female""],""Agents"":[""lover"",""artist"",""police"",""driver"",""tourist"",""teacher"",""criminal""],""Source Material"":[""original idea""],""Subjects"":[""travel""],""Genres"":[""romance"",""romantic comedy"",""action-adventure"",""comedy""],""Age Groups"":[""adult (19-59)""],""Story Elements"":[""journey"",""unrequited love"",""friends-to-lovers"",""maturation"",""fish-out-of-water""],""Setting Types"":[""rural"",""urban"",""town""],""Holidays & Seasons"":[""summer""],""Scopes and Scales"":[""normal""],""Time Era"":[""contemporary (2000-)""],""Themes Topics"":[""travel""],""Geography"":[""Hamburg"",""Istanbul""]}"
Bring Him to Me,"{""Story Elements"":[""journey"",""caper"",""unlikely allies"",""tough choice""],""Moods"":[""dramatic"",""suspenseful"",""confrontational""],""Genres"":[""thriller"",""crime""],""Geography"":[""Australia""],""Source Material"":[""original idea""],""Gender"":[""male""],""Creative Elements"":[""nonlinear narrative""],""Setting Types"":[""urban""],""Agents"":[""assassin"",""crime lord"",""criminal"",""passenger"",""driver"",""thief""],""Term Status"":[],""Time Era"":[""2020-2029""],""Disciplines & Industries"":[""organized crime""],""Age Groups"":[""young adult (19-25)"",""adult (19-59)""]}"
Million Dollar Listing: New York,"{""Age Groups"":[""adult (19-59)""],""Scopes and Scales"":[""normal""],""Source Material"":[""spin-off""],""Time Era"":[""contemporary (2000-)""],""Setting Types"":[""urban""],""Genres"":[""lifestyle"",""reality""],""Geography"":[""New York City""],""Subjects"":[""business""],""Themes Topics"":[""business""],""Story Elements"":[""rivalry""],""Agents"":[""business person"",""LGBTQIA+"",""homeowner"",""real estate agent""],""Moods"":[""sophisticated"",""whimsical""],""Disciplines & Industries"":[""real estate""],""Inactive Agents"":[""LGBTQIA+""]}"
"Sunny Side of the Street, The","{""Age Groups"":[""60s""],""Moods"":[""sad"",""contemplative"",""intimate""],""Source Material"":[""original idea""],""Geography"":[""Hong Kong""],""Scopes and Scales"":[""normal""],""Agents"":[""addict"",""gang"",""father"",""refugee"",""taxicab driver"",""police"",""immigrant"",""son"",""widowed person"",""mother"",""thief""],""Disciplines & Industries"":[""taxi service""],""Term Status"":[],""Story Elements"":[""discrimination"",""personal bond"",""parent-child relationship"",""troubled past""],""Genres"":[""drama""],""Gender"":[""male""],""Setting Types"":[""urban""],""Time Era"":[""2020-2029""]}"
"Song Selection: ""Waiting on a Miracle""","{""Term Status"":[],""Gender"":[""female""],""Time Era"":[""1946-1959""],""Age Groups"":[""teen (14-18)""],""Source Material"":[""alternate edit""],""Moods"":[""wondrous"",""whimsical"",""dramatic""],""Scopes and Scales"":[""grand""],""Subjects"":[""family""],""Setting Types"":[""town""],""Genres"":[""music"",""animation"",""family"",""fantasy""],""Agents"":[""niece"",""cousin"",""sister"",""family"",""daughter"",""mother"",""aunt"",""grandparent""],""Geography"":[""Colombia""],""Story Elements"":[""familial approval"",""coming of age"",""familial relationship"",""identity""]}"
Grosse Pointe Blank,"{""Subjects"":[""true crime""],""Age Groups"":[""adult (19-59)""],""Scopes and Scales"":[""normal""],""Agents"":[""assassin"",""lover"",""criminal"",""father"",""broadcaster"",""daughter""],""Story Elements"":[""rekindled romance"",""reinvention"",""showdown"",""criminal activity""],""Source Material"":[""original idea""],""Setting Types"":[""suburban""],""Disciplines & Industries"":[""organized crime""],""Time Era"":[""1990-1999""],""Portrayals of Character"":[""Amy (Cusack, Ann)"",""Dan Koretzky (none)"",""Marcella (Cusack, Joan)"",""Terry Rostand (none)"",""Martin Q. Blank (Cusack, John)"",""Ultimart Carl (none)"",""Melanie the Waitress (none)"",""Mrs. Kinetta (Moreno, Belita)"",""Arlene (none)"",""Debi Newberry (Driver, Minnie)"",""Bob Destepello (Cudlitz, Michael)"",""Tanya (Elfman, Jenna)"",""Tracy (none)"",""Mr. Newberry (none)"",""Nathaniel (none)"",""Dr. Oatman (Arkin, Alan)"",""Paul Spericki (Piven, Jeremy)"",""Cosmo (none)"",""Ken (none)"",""Grocer (Aykroyd, Dan)"",""Felix (none)"",""Eckhart (none)"",""Jenny Slater (none)"",""Lardner (Azaria, Hank)"",""Marie (none)"",""McCullers (Freeman, K. Todd)"",""Mary Blank (none)""],""Gender"":[""male""],""Moods"":[""funny"",""romantic"",""confrontational""],""Genres"":[""romance"",""crime"",""romantic comedy"",""action-adventure"",""comedy""]}"
Personal Shopper,"{""Subjects"":[""paranormal""],""Scopes and Scales"":[""normal""],""Time Era"":[""contemporary (2000-)""],""Genres"":[""drama"",""horror"",""thriller""],""Story Elements"":[""personal investigation"",""murder"",""bereavement""],""Source Material"":[""original idea""],""Gender"":[""female""],""Age Groups"":[""adult (19-59)""],""Setting Types"":[""urban""],""Agents"":[""sibling"",""celebrity"",""assistant"",""twin"",""lover"",""dead person"",""ex-partner"",""personal service provider"",""model"",""ghost""],""Geography"":[""Paris""],""Moods"":[""contemplative"",""suspenseful"",""dark""]}"
LEGO Friends: The Next Chapter,"{""Term Status"":[],""Time Era"":[""2020-2029""],""Disciplines & Industries"":[""education""],""Genres"":[""animation"",""coming of age""],""Age Groups"":[""teen (14-18)""],""Story Elements"":[""coming of age"",""fitting in"",""friendship"",""school issue""],""Scopes and Scales"":[""normal""],""Agents"":[""school principal"",""farmer"",""cousin"",""student"",""agent with disability"",""pet"",""dog""],""Setting Types"":[""high school"",""urban""],""Moods"":[""uplifting"",""whimsical""],""Source Material"":[""reboot""]}"
Seiken Gakuin No Makentsukai,"{""Setting Types"":[""academic setting"",""wilderness"",""urban""],""Creative Elements"":[""voice-over narrator""],""Source Material"":[""adaptation""],""Agents"":[""magician"",""wolf"",""assistant"",""fantastic beast"",""extraterrestrial being"",""warrior"",""student"",""monster"",""military officer"",""undead agent"",""vampire""],""Story Elements"":[""resurrection"",""unconventional attraction"",""showdown"",""heroic mission"",""level up""],""Term Status"":[],""Age Groups"":[""older child (6-10)"",""teen (14-18)"",""indeterminate""],""Gender"":[""female"",""male""],""Genres"":[""anime"",""animation"",""science fiction"",""fantasy"",""action-adventure""],""Time Era"":[""past (unspecified)""],""Moods"":[""whimsical"",""confrontational""]}"
My Indian Boyfriend,"{""Scopes and Scales"":[""normal""],""Subjects"":[""cultural intersections""],""Moods"":[""whimsical"",""romantic"",""dramatic""],""Setting Types"":[""urban""],""Source Material"":[""as suggested by""],""Agents"":[""parent"",""sibling"",""immigrant"",""son"",""business person"",""daughter"",""couple""],""Story Elements"":[""forbidden love"",""social status"",""racial and ethnic identity"",""love triangle""],""Genres"":[""romance"",""drama""],""Time Era"":[""contemporary (2000-)""],""Age Groups"":[""adult (19-59)""],""Geography"":[""Hong Kong""]}"
Holiday in Enchancia,"{""Holidays & Seasons"":[""winter""]}"
Terra Formars,"{""Source Material"":[""adaptation""],""Story Elements"":[""saving the world"",""protagonist vs. beast"",""horrifying situation"",""heroic mission"",""power struggle""],""Setting Types"":[""outer space""],""Time Era"":[""future""],""Agents"":[""military member"",""insect"",""monster"",""astronaut"",""team"",""ship captain""],""Term Status"":[],""Disciplines & Industries"":[""space force""],""Moods"":[""suspenseful"",""confrontational"",""dramatic""],""Genres"":[""science fiction"",""action-adventure"",""anime"",""animation""]}"
Ferdinand,"{""Scopes and Scales"":[""normal""],""Moods"":[""uplifting"",""wild"",""funny""],""Subjects"":[""cultural intersections""],""Disciplines & Industries"":[""sports""],""Genres"":[""animation"",""family"",""action-adventure"",""comedy""],""Agents"":[""animal"",""goat"",""bullfighter"",""cow""],""Gender"":[""male""],""Portrayals of Character"":[""Bones (Anderson, Anthony)"",""Valiente’s Father (none)"",""Dos (Diggs, Daveed)"",""Klaus (none)"",""Hans (none)"",""Ferdinand's Father (none)"",""Maquina (none)"",""Moreno (none)"",""Bones (young) (none)"",""Ferdinand (Cena, John)"",""Una (Rodriguez, Gina)"",""Cuatro (none)"",""Angus (Tennant, David)"",""Lupe (McKinnon, Kate)"",""Guapo (young) (none)"",""Valiente (young) (none)"",""Primero, El (none)"",""Bunny (none)"",""Paco (none)"",""Nina (young) (none)"",""Juan (none)"",""Nina (none)"",""Valiente?s Father (none)"",""Guapo (Manning, Peyton)"",""Valiente (Cannavale, Bobby)"",""Ferdinand (young) (none)"",""Greta (none)""],""Age Groups"":[""adult (19-59)""],""Time Era"":[""contemporary (2000-)""],""Setting Types"":[""urban"",""rural""]}"
Muppet Babies Show and Tell,"{""Inactive Agents"":[""animal"",""pig""],""Scopes and Scales"":[""normal""],""Gender"":[""male"",""female""],""Setting Types"":[""suburban""],""Time Era"":[""contemporary (2000-)""],""Agents"":[""animal"",""pig"",""bird"",""frog"",""infant"",""bear""],""Age Groups"":[""baby/infant (0-2)""],""Genres"":[""animation"",""kids""]}"
Harrow,"{""Age Groups"":[""adult (19-59)""],""Scopes and Scales"":[""normal""],""Setting Types"":[""urban""],""Agents"":[""coroner"",""assistant"",""daughter"",""police"",""father"",""scientist"",""doctor"",""forensics investigator"",""detective"",""couple"",""dead person""],""Gender"":[""male""],""Genres"":[""police/cop"",""procedural"",""thriller"",""drama""],""Geography"":[""Australia""],""Story Elements"":[""questionable means"",""hidden past"",""solving a crime""],""Disciplines & Industries"":[""medical research, science and technology"",""public safety""],""Term Status"":[],""Subjects"":[""true crime""],""Source Material"":[""original idea""],""Moods"":[""suspenseful"",""confrontational""],""Time Era"":[""contemporary (2000-)""]}"
